Year,TEAM,GP,W,L,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST RATIO,OREB%,DREB%,REB%,TOV%,EFG%,TS%,PACE,PIE,POSS,
2012-13,Milwaukee Bucks,82,38,44,3966,102.5,104.2,-1.7,60,1.62,17,31.5,67.8,49.1,14.6,47.6,51,95.65,48.8,7909,
2012-13,Minnesota Timberwolves,82,31,51,3946,101.8,104,-2.2,62.4,1.51,17.1,31.2,70.2,50,15.7,47.3,51.6,93.94,49.4,7712,
2012-13,New Orleans Hornets,82,27,55,3956,104.5,108.9,-4.4,58.2,1.44,16.7,33.2,70.5,51.4,16.2,48.9,52.8,89.5,46.4,7379,
2012-13,New York Knicks,82,54,28,3946,109.8,105.4,4.5,52.7,1.6,15.6,29.1,70.8,49.4,13.2,51.5,55,90.68,51.2,7462,
2012-13,Oklahoma City Thunder,82,60,22,3966,111,101.2,9.9,56.1,1.4,16.6,29.1,70.2,51.3,16,52.7,58,94.58,57,7808,
2012-13,Orlando Magic,82,20,62,3956,100.9,108.4,-7.4,60.5,1.57,17.6,29.3,70.7,49.8,15.6,48.5,51.4,92.81,45.9,7646,
2012-13,Philadelphia 76ers,82,34,48,3951,101,104.7,-3.7,61,1.74,17.7,29.1,69.5,48.9,14.1,48.1,50.9,91.88,47.4,7566,
2012-13,Phoenix Suns,82,25,57,3961,100.2,106.9,-6.7,60.6,1.45,17.1,30.8,68.7,49.1,16.4,47.7,51.2,94.48,45.8,7793,
2012-13,Portland Trail Blazers,82,33,49,3971,104.5,107.9,-3.4,59.3,1.48,17,29.4,70.2,49.5,15.7,49.8,53.6,92.46,46.8,7649,
2012-13,Sacramento Kings,82,28,54,3966,105.3,110,-4.7,55.3,1.42,16,30.6,67.3,48.5,15.4,49.1,53.2,94.65,45.4,7804,
2012-13,San Antonio Spurs,82,58,24,3976,107,100.3,6.7,64.1,1.71,19.1,24.3,71.5,49.3,15.3,53.1,56.8,95.31,55.1,7892,
2012-13,Toronto Raptors,82,34,48,3996,105,106.4,-1.4,59.2,1.57,16.9,29.6,68.8,49,14.8,48.8,53.2,91.26,48.4,7591,
2012-13,Utah Jazz,82,43,39,3976,105.4,105.6,-0.2,61,1.54,17.4,32.9,69.7,51,15.9,49.2,53.3,92.05,50.4,7629,
2012-13,Washington Wizards,82,29,53,3971,99.3,101.6,-2.3,61,1.43,16.9,27.9,70.6,49.1,16.1,47.5,51.2,93.23,48.1,7699,
2011-12,Atlanta Hawks,66,40,26,3233,104.2,100.4,3.8,61,1.61,17.6,27.9,70.3,49.3,15.1,50,53.5,90.88,52.6,6117,
2011-12,Boston Celtics,66,39,27,3188,100.1,97.5,2.6,66.5,1.59,18.8,24.5,68.6,47.8,16.2,49.6,53.5,91.11,53.5,6055,
2011-12,Charlotte Bobcats,66,7,59,3178,94.4,109.4,-15,60.5,1.39,16,28.5,67.8,47.4,15.7,43.9,48.3,91.86,41.1,6080,
2011-12,Chicago Bulls,66,50,16,3188,106.3,97.5,8.8,61.9,1.65,17.7,36.1,70.3,53.6,15.4,49,52.3,89.98,56.1,5982,
2011-12,Cleveland Cavaliers,66,21,45,3193,100,107.6,-7.6,57.9,1.29,15.4,32.3,68.3,49.6,16.6,46.3,50.5,92.34,43.9,6140,
2011-12,Dallas Mavericks,66,36,30,3213,102.1,100.9,1.1,57.5,1.49,16.5,26.8,71.4,49.3,14.9,48.9,52.7,92.61,51,6195,
2011-12,Denver Nuggets,66,38,28,3208,108.3,105.1,3.2,61.5,1.56,17.9,31.6,70.5,51.5,16,51.6,55.6,95.03,52.7,6346,
2011-12,Detroit Pistons,66,25,41,3193,100,105,-5,53.8,1.19,15.1,32.2,68.9,50,17.2,46.8,51,90.31,44.8,6000,
2011-12,Golden State Warriors,66,23,43,3183,103.9,107.3,-3.4,59.1,1.61,17.4,25.6,65.8,46,14.7,50.5,53.9,93.78,47.2,6212,
2011-12,Houston Rockets,66,34,32,3213,104.2,104,0.2,56.4,1.47,16.4,30.9,69.2,49.9,15.4,49.2,52.9,92.82,49.7,6215,
2011-12,Indiana Pacers,66,42,24,3198,105.5,102.1,3.3,52.2,1.33,14.7,33.3,68.9,51.1,15.1,47.4,52.6,91.68,52.1,6115,
2011-12,Los Angeles Clippers,66,40,26,3193,107.5,104.8,2.7,56.8,1.58,16.6,33.1,69.2,50.7,14.7,50.2,53.3,89.98,51.7,5989,
2011-12,Los Angeles Lakers,66,41,25,3213,104.5,103.2,1.3,61.1,1.49,17.3,32.7,71.9,53.2,16.2,49.1,53.4,91.72,52.4,6145,
2011-12,Memphis Grizzlies,66,41,25,3188,102.8,100.6,2.2,53.2,1.35,15.4,33.5,68.8,50.8,15.7,47.3,51.5,91.82,51.4,6099,
2011-12,Miami Heat,66,46,20,3208,105.6,99.2,6.4,53.8,1.31,15.9,29.9,69.3,50.4,16.3,50.5,54.9,92.07,55.3,6154,
2011-12,Milwaukee Bucks,66,31,35,3173,104.5,104.1,0.4,62,1.67,17.6,31.4,67.5,49,14.8,48.1,52.1,94.68,50.3,6256,
2011-12,Minnesota Timberwolves,66,26,40,3188,103.1,105.3,-2.2,54.8,1.29,15.1,31.1,69.3,50.2,16,47.7,52.4,94.44,48.3,6268,
2011-12,New Jersey Nets,66,22,44,3178,101.8,108.1,-6.3,58,1.32,15.8,31.4,67.7,48.9,16.5,47.3,51.6,91.26,44.8,6036,
2011-12,New Orleans Hornets,66,21,45,3188,99.9,103.9,-4,59.5,1.34,16.8,31,69.6,50.6,17.3,47.6,51.7,89.27,48.2,5924,
2011-12,New York Knicks,66,36,30,3188,103.5,100.2,3.2,56.2,1.26,15.6,30.9,70.2,50.3,16.9,49.2,53.3,93.91,52,6242,
2011-12,Oklahoma City Thunder,66,47,19,3198,108.4,102.1,6.3,49.7,1.13,14.6,30.4,68.7,50.9,17.2,51.6,56.7,94.11,54.2,6273,
2011-12,Orlando Magic,66,37,29,3193,104,103.4,0.6,58.1,1.34,16.1,30.6,72,51,16.5,50.6,53.3,89.75,49.3,5978,
2011-12,Philadelphia 76ers,66,35,31,3183,102.7,98.2,4.6,58.8,1.97,17.5,27.7,71.2,49.5,12.3,48,51.1,90.68,53.2,6016,
2011-12,Phoenix Suns,66,33,33,3168,105.2,105.2,-0.1,59.6,1.6,17.4,29.4,68.7,49.3,15,49.9,53.6,93.61,50.2,6173,
2011-12,Portland Trail Blazers,66,28,38,3193,104.4,105.3,-0.9,56.2,1.44,16.1,30.3,69.1,49.3,15.2,48.8,53.1,92.24,49.4,6143,
2011-12,Sacramento Kings,66,22,44,3183,102.9,108.7,-5.8,51,1.34,14.7,32.1,67,48.7,15,47.2,51,95.56,45.1,6333,
2011-12,San Antonio Spurs,66,50,16,3188,110,102.3,7.7,58.5,1.71,17.8,28.2,72,50.7,14.4,52.8,56.2,93.67,54.6,6220,
2011-12,Toronto Raptors,66,23,43,3193,99.6,103.6,-3.9,60.9,1.38,16.8,29.4,70.8,50.3,16.7,47.5,51.8,90.19,47.8,6008,
2011-12,Utah Jazz,66,36,30,3233,105.5,104.9,0.5,57,1.54,16.6,34,70.3,51.9,15,48.1,52.5,92.53,50.9,6236,
2011-12,Washington Wizards,66,20,46,3173,100,104.9,-5,52.3,1.25,15.1,30.8,67.8,48.9,16.3,47.2,50.8,93.59,46,6182,
2010-11,Atlanta Hawks,82,44,38,3946,105.1,105.8,-0.7,60.7,1.61,17.7,27.4,71,49.4,15.1,50.1,54.2,90.22,49.3,7410,
2010-11,Boston Celtics,82,56,26,3956,105.5,99.8,5.7,63.5,1.61,18.8,25.7,70.9,49.7,15.9,51.9,56.1,90.92,55.8,7500,
2010-11,Charlotte Bobcats,82,34,48,3961,102.8,107,-4.2,60.1,1.45,16.9,29.8,70.5,50.2,16,48.2,52.8,90.3,48,7444,
2010-11,Chicago Bulls,82,62,20,3966,107.2,99.5,7.8,60.1,1.57,17.3,33.2,71.7,52.8,15.4,50.1,54.1,91.2,55.5,7542,
2010-11,Cleveland Cavaliers,82,19,63,3951,101.5,110.9,-9.5,59.6,1.48,16.4,28.3,69.9,48.5,15.1,47.2,51.8,93.76,44.1,7715,
2010-11,Dallas Mavericks,82,57,25,3941,108.4,104.1,4.4,63.7,1.71,18.7,27.8,71.3,50.4,15.1,52.5,56.5,92.24,53.8,7581,
2010-11,Denver Nuggets,82,50,32,3941,111.7,106.8,4.9,57.6,1.57,17,28.3,71.6,50.6,14.7,52.6,57.4,96.06,52.4,7888,
2010-11,Detroit Pistons,82,30,52,3976,107,110.7,-3.7,56.6,1.62,16.8,31.7,68.1,49.1,14.4,49.5,53.3,89.79,46.4,7428,
2010-11,Golden State Warriors,82,36,46,3966,107.1,109.4,-2.3,56.8,1.54,17,30,65.9,47.6,15.1,51,54.4,95.85,47.2,7916,
2010-11,Houston Rockets,82,43,39,3976,110.2,107.9,2.3,61.7,1.76,17.8,31.5,69,50.1,14.1,50.3,55,95.14,51.5,7880,
2010-11,Indiana Pacers,82,37,45,3956,104.1,105,-0.9,53.6,1.28,15.2,29.7,70.3,50.1,16,48.6,53.3,95.5,49.2,7864,
2010-11,Los Angeles Clippers,82,32,50,3971,104.8,108,-3.2,60.1,1.35,16.9,33,69.2,51.1,17.4,49.6,53.5,93.35,48.3,7718,
2010-11,Los Angeles Lakers,82,57,25,3966,109.6,103.3,6.3,57.6,1.68,17,32.5,69.2,51.3,14.1,50.2,54.5,91.78,54.1,7594,
2010-11,Memphis Grizzlies,82,46,36,3976,107,104.5,2.5,52.8,1.48,16,33.3,68.2,50.5,15,49.3,53.4,92.42,51.8,7656,
2010-11,Miami Heat,82,58,24,3956,110.6,102.9,7.8,54.1,1.44,16.1,28.7,71.5,51.4,15.1,52.4,57.3,91.63,55.6,7564,
2010-11,Milwaukee Bucks,82,35,47,3966,100.8,101.5,-0.8,54.9,1.4,15.3,28.7,71,49.2,14.8,46.7,51.1,90.57,48.8,7477,
2010-11,Minnesota Timberwolves,82,17,65,3956,103.2,109.9,-6.7,53.4,1.18,15,33.6,69.8,51.2,17.4,48.3,52.6,97.49,44.3,8034,
2010-11,New Jersey Nets,82,24,58,4001,102.1,108.9,-6.8,59,1.5,16.6,30.4,70,49.7,15.2,47.4,51.7,90.7,45.2,7563,
2010-11,New Orleans Hornets,82,46,36,3966,105.4,104.4,1,57.4,1.58,16.8,28.9,72.1,50.3,14.5,49.3,53.7,89.4,50.7,7387,
2010-11,New York Knicks,82,42,40,3956,109.9,109,1,56,1.56,16.4,27.3,67.6,47.3,14.1,51.3,56.1,96.47,50.4,7945,
2010-11,Oklahoma City Thunder,82,55,27,4001,109.9,105.9,3.9,54.5,1.45,15.8,30.6,69.7,50.7,14.8,50.1,56.1,93.84,52.9,7824,
2010-11,Orlando Magic,82,52,30,3966,107.4,101.8,5.6,55.3,1.34,15.9,30.4,72.3,51.8,16.2,52.1,55.4,91.55,53.4,7575,
2010-11,Philadelphia 76ers,82,41,41,3986,105.3,103.8,1.5,59.6,1.75,17.6,27.8,71.4,49.7,13.8,49.4,53.5,92.78,51,7709,
2010-11,Phoenix Suns,82,40,42,4001,108.6,109.4,-0.8,60.4,1.66,17.9,27.5,68.1,48,14.7,52.2,55.9,95.18,49.4,7930,
2010-11,Portland Trail Blazers,82,48,34,3961,107.3,105.7,1.6,58.8,1.62,16.9,33.1,68.2,49.9,14.5,48.6,53.3,89.13,51.6,7359,
2010-11,Sacramento Kings,82,24,58,3971,102.9,108.4,-5.5,53.4,1.27,15.4,33.4,70.2,51.2,16.7,48,51.9,95.76,46.2,7923,
2010-11,San Antonio Spurs,82,61,21,3956,110.5,104.4,6.1,58.3,1.67,17.5,27.6,71.1,50,14.3,52.7,56.7,93.34,53.8,7691,
2010-11,Toronto Raptors,82,22,60,3956,105.2,111.7,-6.5,57.1,1.49,16.8,31.4,68.5,49.5,15.6,49.1,53.3,93.78,45.9,7723,
2010-11,Utah Jazz,82,39,43,3976,107,108.8,-1.8,62.7,1.63,18,31.4,67.9,49.6,15.4,49.8,54.4,92.03,50,7619,
2010-11,Washington Wizards,82,23,59,3986,101.3,109.1,-7.8,52.2,1.27,14.9,31.7,67.1,48.8,16,47.1,51.3,94.76,44.5,7871,
2009-10,Atlanta Hawks,82,53,29,3971,111,106,4.9,56.2,1.83,17.1,32,68.5,50.2,13,50.6,54.5,90.77,52.3,7515,
2009-10,Boston Celtics,82,50,32,3956,106.9,103.2,3.7,63.5,1.58,18.5,27.4,69.7,49.3,16,52.2,56.4,92.22,54,7609,
2009-10,Charlotte Bobcats,82,44,38,3976,103.9,102,1.9,58,1.29,16.1,31.5,69.8,51,17.2,49,53.8,90.91,51.8,7519,
2009-10,Chicago Bulls,82,41,41,3981,102.6,104.2,-1.6,55.3,1.45,16,30.3,70.9,50.9,15.1,47.7,52,94.02,50,7794,
2009-10,Cleveland Cavaliers,82,61,21,3956,110.6,103.8,6.8,59.2,1.61,17.7,29.3,72.5,51.9,15,53.2,57,91.77,55.2,7573,
2009-10,Dallas Mavericks,82,55,27,3976,107.8,105,2.8,61.1,1.81,18,27.9,69.7,49.3,13.7,50.6,55.2,93.6,53.4,7757,
2009-10,Denver Nuggets,82,53,29,3956,110.8,106.5,4.4,55,1.51,16.1,30.4,68.7,49.8,14.4,50.9,56.1,95.61,52.4,7876,
2009-10,Detroit Pistons,82,27,55,3956,104.5,110.3,-5.9,54.1,1.45,15.5,34.6,69.7,51,14.9,47.4,51.5,89.46,44.8,7379,
2009-10,Golden State Warriors,82,26,56,3946,107,110.3,-3.3,55.2,1.53,16.5,25.4,65.9,45.3,14.4,51.4,55.7,101.52,47,8338,
2009-10,Houston Rockets,82,42,40,3981,106.8,106.8,0,57.9,1.51,16.5,30.9,69.9,49.8,15.1,49.4,53.7,94.91,48.9,7857,
2009-10,Indiana Pacers,82,32,50,3941,103,106,-3,57.3,1.4,16.1,25.5,69,47.3,15.4,49.1,53.6,97.77,47.6,8024,
2009-10,Los Angeles Clippers,82,29,53,3941,102.3,109.1,-6.8,60.3,1.41,17.1,30.5,69.7,50,16.8,49.1,52.9,93.44,46.5,7670,
2009-10,Los Angeles Lakers,82,57,25,3966,107.6,102.7,4.9,55,1.58,16.2,31.4,70.8,51.2,14.1,49.6,53.8,93.73,52.9,7749,
2009-10,Memphis Grizzlies,82,40,42,3981,107.5,109,-1.5,47.9,1.24,14.4,35.5,69.8,52.3,16,49.4,53.6,94.29,48.6,7816,
2009-10,Miami Heat,82,47,35,3976,105.7,103.4,2.4,51.9,1.43,15.4,29.4,70.1,50,14.4,49.6,53.7,90.3,52.2,7485,
2009-10,Milwaukee Bucks,82,46,36,3996,104,101.9,2.1,57,1.6,16.4,29.8,72.6,50.1,14.1,48.2,51.8,92.6,49.5,7698,
2009-10,Minnesota Timberwolves,82,15,67,3956,100.6,110.4,-9.8,52.4,1.22,15,30.8,70.5,50.1,16.7,47.8,51.8,97.12,43.2,8002,
2009-10,New Jersey Nets,82,12,70,3956,99.3,108.9,-9.6,54.7,1.3,15.1,28.5,68.6,47.8,15.5,45.8,50.9,92.65,42.9,7628,
2009-10,New Orleans Hornets,82,37,45,3966,106.5,108.9,-2.4,57.5,1.66,17.3,28.2,69.6,48.6,14.3,50.6,54.3,93.53,48.4,7721,
2009-10,New York Knicks,82,29,53,3976,106.4,110.3,-4,56.7,1.54,16.6,26.8,69.1,47.6,14.6,50.9,54.7,95.03,47.4,7872,
2009-10,Oklahoma City Thunder,82,50,32,3961,107,103.5,3.5,53.5,1.34,15.5,32,69.4,51.1,15.8,49.4,54.7,94.13,53.2,7774,
2009-10,Orlando Magic,82,59,23,3946,110.7,102.8,7.9,53.7,1.4,15.8,28,72.6,51.2,15.2,53.6,57.3,92.54,55.1,7614,
2009-10,Philadelphia 76ers,82,27,55,3961,104.8,108.9,-4.1,55.8,1.45,16.4,31,69.3,49.8,15.6,49.6,53.4,92.72,47.8,7648,
2009-10,Phoenix Suns,82,54,28,3946,113.9,109.1,4.8,57.3,1.58,17.5,31.1,67.3,50.3,15.2,54.6,58.5,96.43,53.6,7937,
2009-10,Portland Trail Blazers,82,50,32,3971,109.6,106.1,3.5,56.3,1.65,16.6,32,70.2,51,13.8,49.9,54.7,88.64,52.5,7339,
2009-10,Sacramento Kings,82,25,57,3976,104.4,109.1,-4.7,53.4,1.37,15.7,31.5,70,50.4,15.6,49.1,52.8,94.78,46.7,7855,
2009-10,San Antonio Spurs,82,50,32,3956,109.3,103.9,5.4,58.1,1.64,17.4,30.3,72,51.5,14.7,51.5,55.2,92.26,53.2,7605,
2009-10,Toronto Raptors,82,40,42,3956,110.2,112.2,-2,56.4,1.64,17.1,28.8,69.2,49.5,14.2,52.1,56.4,93.94,48.9,7746,
2009-10,Utah Jazz,82,53,29,3951,109.7,104,5.7,67.8,1.76,19.8,31.3,71.8,52,16,52.4,56.5,94.68,55,7791,
2009-10,Washington Wizards,82,26,56,3966,103.1,108.3,-5.3,51.8,1.28,15,31.7,69.1,50.1,15.9,48.1,52.4,92.6,46.2,7656,
2008-09,Atlanta Hawks,82,47,35,3941,108.3,106.7,1.7,56.1,1.58,16.4,29.5,68.2,49,14.1,50.4,54.6,90.44,50.7,7428,
2008-09,Boston Celtics,82,62,20,3976,109.5,101.6,7.9,60.6,1.45,17.8,31.4,71.5,52.4,16.9,52.8,57.1,91.15,56.2,7560,
2008-09,Charlotte Bobcats,82,35,47,3986,103.7,105,-1.3,60.7,1.36,17,32.1,68.6,50.4,17.3,49.4,53.6,89.18,49.5,7401,
2008-09,Chicago Bulls,82,41,41,3986,107.2,107.5,-0.3,55.4,1.45,16.1,32.1,67.5,49.8,15.3,49.3,54.1,94.1,49.9,7816,
2008-09,Cleveland Cavaliers,82,66,16,3956,111.2,101.6,9.6,55,1.59,16.4,30.6,70.7,51.2,14.1,51.9,56,89.61,55.9,7395,
2008-09,Dallas Mavericks,82,50,32,3961,109,107,2,56.9,1.71,17,29.7,70.7,50.4,13.6,50.4,55,92.68,52.2,7651,
2008-09,Denver Nuggets,82,54,28,3946,109,105.6,3.4,59.5,1.45,16.9,31.1,68.3,50.3,16,51.2,56.3,95.39,52.9,7848,
2008-09,Detroit Pistons,82,39,43,3981,105.8,106.4,-0.6,56.7,1.74,16.7,31.1,71.1,50.8,13.3,48.3,52.4,88.02,49.6,7302,
2008-09,Golden State Warriors,82,29,53,3976,108,111.7,-3.7,53,1.42,15.4,29.3,65.2,47.3,14.6,49.7,54.9,99.57,47.8,8247,
2008-09,Houston Rockets,82,53,29,3961,107.1,102.9,4.2,56.2,1.44,16.2,30.8,71.4,51.7,15.4,50.1,54.8,91.23,53,7532,
2008-09,Indiana Pacers,82,36,46,3966,107.2,108.2,-1,55.1,1.49,16.3,29.1,70.7,49.8,14.8,50.1,54.5,97.34,48.9,8037,
2008-09,Los Angeles Clippers,82,19,63,3976,101,110.1,-9.2,58.3,1.41,16.4,28.7,67.9,47.9,15.8,48.1,52,93.3,44.1,7723,
2008-09,Los Angeles Lakers,82,65,17,3956,111.4,103.5,7.9,57.7,1.73,17.3,32.6,69.8,51.4,14,51.3,55.5,95.49,54.7,7874,
2008-09,Memphis Grizzlies,82,24,58,3961,102.3,108.2,-6,49.7,1.14,14.2,29.7,69.7,49.5,16.6,48.6,53.3,91.22,45.7,7528,
2008-09,Miami Heat,82,43,39,3991,106.8,106.5,0.3,55.1,1.63,16.3,28.2,69.3,48.4,13.6,50,54,90.8,50.5,7547,
2008-09,Milwaukee Bucks,82,34,48,3956,105.2,106.3,-1.1,59.9,1.56,16.8,31,69.9,49.6,14.9,48.3,53.1,93.89,48.5,7736,
2008-09,Minnesota Timberwolves,82,24,58,3961,104.9,109.9,-5,56.1,1.44,15.9,32.1,71.7,51.1,15.2,48.1,52.6,92.76,45.3,7645,
2008-09,New Jersey Nets,82,34,48,3966,106.8,109.5,-2.7,55.9,1.52,16,28.8,70.3,49.3,14.3,49.7,54.3,91.12,47.4,7530,
2008-09,New Orleans Hornets,82,49,33,3951,107.6,105.8,1.8,55.3,1.56,16.3,28.2,70.7,49.6,14.1,50.1,54.8,88.74,51.5,7303,
2008-09,New York Knicks,82,32,50,3961,107,109.4,-2.5,55.1,1.48,16,27.7,69.6,48,14.6,50.3,54.4,97.82,46.7,8066,
2008-09,Oklahoma City Thunder,82,23,59,3961,101.4,107.6,-6.2,55.5,1.25,15.6,30.9,71.6,50.8,17,47.1,52.1,95.1,46.4,7841,
2008-09,Orlando Magic,82,59,23,3946,108.3,101.3,7.1,54.4,1.39,15.6,27.3,71.7,50.2,14.9,52,55.9,92.99,54.5,7649,
2008-09,Philadelphia 76ers,82,41,41,3951,106.3,106.1,0.2,55,1.42,15.8,34.2,68,50.8,15.4,48.5,53.2,91.3,50.3,7512,
2008-09,Phoenix Suns,82,46,36,3951,112.4,110.4,2,56.5,1.48,17.4,30.8,68.2,50.3,16.1,54.5,58.4,96.99,52.5,7984,
2008-09,Portland Trail Blazers,82,54,28,3966,112.1,106.1,6,55.2,1.58,16.4,35.5,70.8,52.8,14.5,51.1,55.3,88.02,53.1,7273,
2008-09,Sacramento Kings,82,17,65,3981,104.4,113.4,-9,54.1,1.28,15.3,28.9,66.9,47.7,16,49.1,54.2,95.29,44,7901,
2008-09,San Antonio Spurs,82,54,28,3981,107.6,103.4,4.2,57.1,1.8,17.3,25.8,74,50.2,13,51.3,54.8,89.19,52.3,7395,
2008-09,Toronto Raptors,82,33,49,3961,105.5,108.6,-3,60.1,1.67,17.5,27.6,70.6,49.3,14.3,49.4,54.2,93.26,49.2,7697,
2008-09,Utah Jazz,82,48,34,3976,108.5,105.8,2.7,64.4,1.67,18.4,31.6,69.3,50.5,15.5,50.4,55.4,94.47,53.5,7827,
2008-09,Washington Wizards,82,19,63,3941,104,112.1,-8.1,54.8,1.43,15.8,31.3,68.9,49.5,15.1,48,52.4,92.26,44.8,7576,
2007-08,Atlanta Hawks,82,37,45,3971,105.5,107.3,-1.8,60.6,1.48,17,32.9,68.2,50.6,16,48.3,53.5,92.35,49.8,7634,
2007-08,Boston Celtics,82,66,16,3951,108.8,98.1,10.8,61.4,1.47,17.6,30.6,70.7,51.8,16.4,52.2,56.9,91.88,58.1,7575,
2007-08,Charlotte Bobcats,82,32,50,3976,103.7,108.2,-4.5,59.1,1.45,16.6,29.4,67.4,48.3,15.7,49.2,53.2,92.75,46.9,7678,
2007-08,Chicago Bulls,82,33,49,3961,102.9,106,-3.1,60.6,1.51,16.7,32.5,68.7,50,15.4,47,51.5,94.04,48,7754,
2007-08,Cleveland Cavaliers,82,45,37,3971,104.8,105.4,-0.6,55.8,1.43,15.7,33.4,71.5,51.8,15.2,48,52,91.06,49,7540,
2007-08,Dallas Mavericks,82,51,31,3946,109.5,104.7,4.8,56.9,1.66,16.7,30,71.6,51.4,13.8,50.2,55.4,91.38,53.6,7518,
2007-08,Denver Nuggets,82,50,32,3971,108.9,105.5,3.4,61.2,1.68,17.7,29.2,68.6,49.4,14.4,51,55.7,100.58,52.9,8330,
2007-08,Detroit Pistons,82,59,23,3946,109.8,101.5,8.3,61.1,1.92,17.8,32.7,70,51.3,13.1,49.5,53.9,88.54,55.2,7279,
2007-08,Golden State Warriors,82,48,34,3956,110.4,108.5,1.9,53.9,1.69,16.3,30.1,67.2,48.1,13.1,51.1,54.8,99.96,49.6,8249,
2007-08,Houston Rockets,82,55,27,3946,105.4,100.5,4.8,58.5,1.56,16.8,32.3,71.1,51.9,15,49.2,52.8,91.42,53.5,7525,
2007-08,Indiana Pacers,82,36,46,3951,105.1,106.3,-1.2,60.1,1.51,16.9,27.8,70.1,48.7,15.2,49.8,54,98.64,48.5,8111,
2007-08,Los Angeles Clippers,82,23,59,3961,99.9,107.4,-7.5,61.4,1.47,16.7,26.7,70.3,48.4,15.3,46.5,51.9,93.38,46.1,7698,
2007-08,Los Angeles Lakers,82,57,25,3956,111.7,104.3,7.3,61.7,1.73,18.1,29.7,70.2,50.7,14.5,52.5,57,96.7,55.1,7974,
2007-08,Memphis Grizzlies,82,22,60,3961,103.9,110.2,-6.3,51.4,1.26,14.9,27.7,70.6,48.9,15.7,50,53.9,96.33,45.1,7945,
2007-08,Miami Heat,82,15,67,3966,99.4,108.8,-9.4,58.5,1.37,16.3,26.4,68.1,47,15.9,48.2,52.2,91.24,44.5,7538,
2007-08,Milwaukee Bucks,82,26,56,3971,103.9,111.1,-7.2,58.2,1.45,16.5,33.2,69.4,50.6,15.8,48.2,52.2,92.61,45.2,7654,
2007-08,Minnesota Timberwolves,82,22,60,3946,102.7,110,-7.3,53,1.37,15.6,31.4,70.3,50.1,15.6,48.4,51.8,92.84,43.5,7632,
2007-08,New Jersey Nets,82,34,48,3966,102.3,107.7,-5.4,67.4,1.57,18,30,70.6,50.2,16,48.1,52.8,92.96,47.5,7679,
2007-08,New Orleans Hornets,82,56,26,3961,110,104.4,5.6,56.4,1.83,17.2,30,71.7,50.6,13,51.2,54.8,91.04,52.6,7517,
2007-08,New York Knicks,82,23,59,3976,103.5,110.4,-6.8,51.6,1.29,14.7,32.1,69.7,50.2,15.5,47.5,51.8,92.76,44,7676,
2007-08,Orlando Magic,82,52,30,3956,110.4,104.9,5.6,55.8,1.45,16.4,27.4,70.9,50.1,15.1,53.7,57.5,94.02,52.9,7757,
2007-08,Philadelphia 76ers,82,40,42,3951,105.1,104.7,0.5,54.7,1.43,15.9,35.1,68.8,51.5,15.6,48.2,52.2,91.56,50,7536,
2007-08,Phoenix Suns,82,55,27,3956,112,107,5,64.5,1.85,19.7,25.3,67.4,48.1,14.7,55.1,59,97.72,55.6,8058,
2007-08,Portland Trail Blazers,82,41,41,3981,105.9,106.8,-0.8,59,1.64,17,30.3,68.4,49.5,14.3,48.9,53.2,89.1,49.5,7381,
2007-08,Sacramento Kings,82,38,44,3966,106.2,108.6,-2.4,51.5,1.19,14.9,29,68.9,49.3,16.6,50.3,55.6,95.81,48.3,7920,
2007-08,San Antonio Spurs,82,56,26,3946,106,100.7,5.3,58.5,1.66,17.1,26.8,73.3,50.3,14,50.4,54.3,89.72,53.3,7377,
2007-08,Seattle SuperSonics,82,20,62,3966,99.6,108.3,-8.6,55.9,1.33,15.9,30.5,70,50.2,16.3,46.7,50.9,97.32,45,8030,
2007-08,Toronto Raptors,82,41,41,3966,108.9,105.6,3.3,62,2.04,18.7,26.9,70.9,48.9,12.7,51.1,55.1,91.35,51.9,7543,
2007-08,Utah Jazz,82,54,28,3941,112.1,104.9,7.2,66,1.8,19.6,32.7,71,52.1,15.4,52.8,57.3,94.64,55.6,7773,
2007-08,Washington Wizards,82,43,39,3981,107.6,107.9,-0.3,53.8,1.49,15.6,32,69.5,50.3,14.4,48.9,53.5,90.85,48.8,7533,
2006-07,Atlanta Hawks,82,30,52,3976,102,107,-5.1,55.6,1.2,15.3,32.8,67.6,49.9,17.3,47.1,52.3,90.98,46.6,7533,
2006-07,Boston Celtics,82,24,58,3971,102.3,105.8,-3.5,57,1.21,15.6,30.9,70.5,50.2,17.6,47.9,53,92.91,45.9,7680,
2006-07,Charlotte Bobcats,82,33,49,4001,102.4,106.3,-3.9,62,1.5,17.1,29.9,68.2,48.5,15.8,48,52.4,93.11,47.1,7758,
2006-07,Chicago Bulls,82,49,33,3956,104,98.8,5.2,60.1,1.4,17,31.9,70.7,51.4,16.8,49.3,53.4,94.47,53.9,7790,
2006-07,Cleveland Cavaliers,82,50,32,3976,104.4,100.6,3.8,57.4,1.45,16.2,32.7,72.1,51.8,15.5,48.4,52.2,91.59,52,7598,
2006-07,Dallas Mavericks,82,67,15,3951,109.7,102.1,7.6,54.2,1.43,16,32,71.9,52.2,15.2,50.9,55.9,90.68,55.2,7476,
